,Unnamed: 0,villeID,size,lat,long
98888,98888,Gosforth,23975,55.0,-1.61667
98889,98889,Golborne,24021,53.47693,-2.59651
98894,98894,Formby,23329,53.55838,-3.06999
98901,98901,Eaton Socon,12712,52.21752,-0.28925
98902,98902,East Kilbride,74740,55.76412,-4.17669
98909,98909,Darton,15259,53.58705,-1.52676
98912,98912,Cowdenbeath,11460,56.11194,-3.34426
98913,98913,Coventry,345324,52.40656,-1.51217
98914,98914,Coulsdon,25500,51.32002,-0.14088
98916,98916,Christchurch,42396,50.73583,-1.78129
98918,98918,Cardiff,447287,51.48,-3.18
98922,98922,Bridport,13737,50.7338,-2.75831
98928,98928,Birkenhead,325264,53.39337,-3.01479
98933,98933,Attleborough,10549,52.51779,1.01572
98935,98935,Armadale,11770,55.88333,-3.7
98943,98943,Cheetham Hill,12846,53.49862,-2.23846
98946,98946,Stanley,21938,54.86796,-1.69846
98949,98949,Bishopsworth,11576,51.41479,-2.6208
98976,98976,Néa Smýrni,73076,37.94504,23.71416
98983,98983,Kaisarianí,26370,37.9634,23.76523
98987,98987,Agios Dimitrios,71294,37.93333,23.73333
98988,98988,Asprópyrgos,30251,38.06134,23.58971
99011,99011,La Celle-Saint-Cloud,21539,48.85029,2.14523
99029,99029,Guyancourt,31989,48.77334,2.07393
99047,99047,Équeurdreville-Hainneville,18862,49.64868,-1.65306
99051,99051,Drancy,62488,48.92578,2.44533
99058,99058,Cusset,14562,46.13452,3.45639
99062,99062,Creil,31863,49.25672,2.48477
99073,99073,Clamart,51400,48.80299,2.26692
99087,99087,Cesson-Sévigné,16222,48.1212,-1.603
99088,99088,Cergy,57576,49.03645,2.07613
99091,99091,Caudebec-lès-Elbeuf,10104,49.28082,1.02195
99093,99093,Carrières-sous-Poissy,15465,48.94952,2.04068
99104,99104,Briançon,11577,44.89978,6.64201
99217,99217,Ramacca,10137,37.38616,14.69241
99225,99225,el Besòs i el Maresme,23254,41.41309,2.21736
99288,99288,Senec,14673,48.21951,17.40043
99289,99289,Liptovský Mikuláš,31194,49.08061,19.62218
99291,99291,Fiľakovo,10198,48.26757,19.82473
99358,99358,Menzel Jemil,21542,37.23618,9.91448
99362,99362,El Kef,47979,36.17424,8.70486
99381,99381,Kemalpaşa,30411,38.42621,27.41731
99419,99419,Mimarsinan,31002,41.0179,28.56176
99430,99430,Gölcük,56189,40.71501,29.81824
99443,99443,Sancaktepe,241000,41.00244,29.23187
99444,99444,Karabağlar,458000,38.37396,27.1352
99484,99484,Rivne,245289,50.62308,26.22743
99512,99512,Lviv,717273,49.83826,24.02324
99546,99546,Novoyavorivs'k,31366,49.93023,23.57357
99596,99596,Moineşti,23981,46.47523,26.48907
99603,99603,Mediaş,53040,46.16667,24.35
99618,99618,Huşi,29129,46.67361,28.05944
99619,99619,Hârlău,11295,47.43333,26.9
99629,99629,Gherla,23741,47.03333,23.91667
99648,99648,Deva,67802,45.88333,22.9
99670,99670,Cisnădie,15042,45.71667,24.15
99696,99696,Balş,20626,44.35,24.1
99703,99703,Pančevo,76654,44.87177,20.64167
99802,99802,Ivangorod,11074,59.37155,28.21625
99884,99884,Wschowa,14458,51.80705,16.31663
99898,99898,Słupsk,98608,54.46405,17.02872
99900,99900,Rybnik,142510,50.09713,18.54179
99901,99901,Rumia,44791,54.57092,18.38802
99902,99902,Pruszcz Gdański,23618,54.26217,18.63625
99905,99905,Oświęcim,39057,50.03437,19.21037
99915,99915,Kościan,24096,52.08829,16.64866
99916,99916,Konin,81258,52.22338,18.25121
99919,99919,Jelenia Góra,87310,50.89973,15.72899
99936,99936,Praga Południe,179836,52.24424,21.08545
99969,99969,Silves,10917,37.18921,-8.43822
99971,99971,Odivelas,54624,38.79269,-9.1838
99974,99974,Laranjeiro,20473,37.06799,-7.8078
99978,99978,Beato António,12737,38.73327,-9.10335
99979,99979,Barcarena,11968,38.73245,-9.28
99980,99980,Aldeia de Paio Pires,12179,38.61667,-9.08333
99986,99986,Selho,10223,41.41938,-8.34599
99994,99994,Foz do Douro,10997,41.15119,-8.67125
100020,100020,Tomeşti,11828,47.11667,27.68333
100023,100023,Târgu-Mureş,146863,46.54245,24.55747
100034,100034,Şimleu Silvaniei,15721,47.23333,22.8
100142,100142,Ząbki,23473,52.29271,21.10539
100148,100148,Starachowice,53739,51.0374,21.07126
100152,100152,Pionki,19966,51.47604,21.44995
100159,100159,Mońki,10577,53.40496,22.79791
100161,100161,Łuków,30465,51.929,22.37956
100224,100224,Umeå,130224,63.82842,20.25972
100226,100226,Gällivare,10362,67.13387,20.65278
100230,100230,Torslanda,10129,57.72432,11.77013
100232,100232,Stenungsund,13093,58.07046,11.8181
100236,100236,Söderhamn,12259,61.30373,17.05921
100242,100242,Nacka,25170,59.31053,18.16372
100246,100246,Halmstad,70480,56.67446,12.85676
100249,100249,Enköping,22553,59.63607,17.07768
100538,100538,Dainava (Kaunas),70000,54.91525,23.96831
100544,100544,Salaspils,17606,56.86014,24.36544
100564,100564,Chefchaouen,36280,35.16878,-5.2636
100565,100565,Monte-Carlo,16012,43.73976,7.42732
100566,100566,Basarabeasca,10809,46.3317,28.96365
100596,100596,San Ġwann,14720,35.90556,14.47611
100830,100830,Reeuwijk,12817,52.04667,4.725
100838,100838,Nuenen,23223,51.47,5.55278
100845,100845,Middelburg,46485,51.5,3.61389
100846,100846,Lichtenvoorde,19590,51.98667,6.56667
100847,100847,Lelystad,70741,52.50833,5.475
100851,100851,Hoogland,10587,52.1825,5.37361
100861,100861,Ermelo,10255,52.29833,5.62222
100865,100865,Deventer,97331,52.255,6.16389
100869,100869,Beuningen,25557,51.86083,5.76667
100871,100871,Bergeijk,18181,51.31917,5.35833
100888,100888,Kopervik,11561,59.28354,5.30669
100889,100889,Hamar,29479,60.7945,11.06798
101020,101020,Terracina,30980,41.29174,13.24359
101031,101031,Senago,20620,45.57562,9.1262
101036,101036,Sarno,28837,40.80748,14.62151
101046,101046,Santa Maria Capua Vetere,31743,41.08156,14.25342
101047,101047,Sansepolcro,12364,43.57258,12.13858
101054,101054,San Giovanni in Persiceto,15783,44.63838,11.18419
101056,101056,San Donato Milanese,28351,45.41047,9.26838
101060,101060,Rubiera,12001,44.65158,10.7794
101065,101065,Rome,2318895,41.89193,12.51133
101078,101078,Porto Sant'Elpidio,22233,43.25297,13.7597
101082,101082,Poggibonsi,21692,43.47064,11.14804
101093,101093,Parma,198292,44.79935,10.32618
101101,101101,Oderzo,15764,45.78114,12.49442
101111,101111,Montecatini-Terme,17954,43.88153,10.7723
101181,101181,Villanova,15117,41.96357,12.75633
101214,101214,Arenella,67634,40.85734,14.2228
101262,101262,Vukovar,22255,45.35161,19.00225
101266,101266,Trogir,10107,43.5125,16.25167
101269,101269,Požega,16867,45.34028,17.68528
101276,101276,Metković,13971,43.05417,17.64833
101295,101295,Újfehértó,13542,47.8,21.68333
101306,101306,Szigethalom,13092,47.32228,19.00262
101308,101308,Sárvár,15343,47.25395,16.93525
101317,101317,Gyál,21937,47.38449,19.2214
101319,101319,Cegléd,39287,47.17266,19.79952
101320,101320,Budapest,1741041,47.49835,19.04045
101398,101398,Galway,83456,53.27245,-9.05095
101404,101404,Carrigaline,15770,51.81167,-8.39861
101420,101420,Douglas,26218,54.15,-4.48333
101724,101724,Trecastagni,10135,37.61543,15.07796
101733,101733,San Giovanni in Fiore,17358,39.25446,16.69699
101735,101735,Sambiase,20000,38.96667,16.28333
101741,101741,Nicastro,40000,38.97089,16.31285
101742,101742,Mazara del Vallo,51534,37.65535,12.58986
101749,101749,Magenta,22566,45.46456,8.88453
101757,101757,Lanciano,34791,42.22718,14.39024
101760,101760,Isernia,16945,41.59603,14.23399
