,Unnamed: 0,villeID,size,lat,long
10199,10199,Reriutaba,12076,-4.14167,-40.58222
10202,10202,Poção de Pedras,12337,-4.66667,-44.85
10204,10204,Oiapoque,21886,3.84306,-51.835
10205,10205,Garanhuns,110085,-8.88202,-36.50216
10206,10206,Extremoz,17991,-5.70556,-35.30722
10207,10207,Dom Pedro,15570,-5.03749,-44.43857
10208,10208,Coroatá,34129,-4.13,-44.12417
10211,10211,Canguaretama,18873,-6.38,-35.12889
10212,10212,Bom Jesus,12666,-9.07444,-44.35861
10213,10213,Baturité,22417,-4.32861,-38.88472
10214,10214,Batalha,11820,-9.67778,-37.12472
10215,10215,Barreiros,35565,-8.81833,-35.18639
10216,10216,Aracoiaba,13425,-4.37111,-38.81417
10217,10217,Aquiraz,65116,-3.90139,-38.39111
10219,10219,Amaraji,16660,-8.38306,-35.4525
10221,10221,Tanguá,23740,-22.73028,-42.71417
10222,10222,Tabatinga,11616,-21.73655,-48.68566
10223,10223,Severínia,13212,-20.80944,-48.80278
10224,10224,São João Nepomuceno,23154,-21.54,-43.01056
10225,10225,São Francisco de Assis,14305,-29.55028,-55.13111
10226,10226,São Bernardo do Campo,743372,-23.69389,-46.565
10227,10227,Santana do Livramento,89694,-30.89083,-55.53278
10228,10228,Santa Cruz do Sul,106113,-29.7175,-52.42583
10229,10229,Rio Grande,187838,-32.035,-52.09861
10231,10231,Presidente Bernardes,12953,-22.00611,-51.55306
10232,10232,Porto Alegre,1488252,-30.03283,-51.23019
10233,10233,Piúma,17634,-20.83778,-40.72194
10234,10234,Nova Era,15595,-19.75,-43.0375
10235,10235,Nanuque,37824,-17.83917,-40.35389
10236,10236,Mutum,12582,-19.8,-41.43833
10237,10237,Maringá,311724,-23.42528,-51.93861
10238,10238,Laranjeiras do Sul,18424,-25.40778,-52.41611
10240,10240,Juiz de Fora,573285,-21.76417,-43.35028
10241,10241,Jeremoabo,16642,-10.075,-38.48083
10243,10243,Ibirama,18357,-27.05694,-49.51778
10244,10244,Feira de Santana,619609,-12.26667,-38.96667
10245,10245,Extrema,13682,-22.85472,-46.31833
10246,10246,Cruzília,12816,-21.83861,-44.80833
10247,10247,Carmo do Paranaíba,26537,-19.00083,-46.31611
10249,10249,Barra do Garças,52398,-15.89,-52.25667
10251,10251,Arcos,33355,-20.28194,-45.53944
10252,10252,São Paulo de Olivença,11763,-3.37833,-68.8725
10254,10254,Pôsto Fiscal Rolim de Moura,37949,-13.08271,-62.27726
11097,11097,Ancón,20706,8.96015,-79.5514
11102,11102,Tabalosos,14744,-6.35,-76.68333
11122,11122,San Juan,12795,-15.36528,-75.16222
11135,11135,Huaral,62174,-11.495,-77.20778
11140,11140,Concepción,11330,-11.91762,-75.31401
11144,11144,Atuncolla,12654,-15.68333,-70.15
